QuerySId;SessionSId;UserSId;NoP;NoS;NoA;NoT;NoAtt;NCP;NCS;NCA;NCT;NCAtt;zNoP;zNoS;zNoA;zNoT;zNoAtt;zNCP;zNCF;zNCA;zNCT;zNCAtt;RED;Edit index;Jaccard index;Cosine index;Common fragments index;Common tables index;Vote;ExplorationSId;GroundTruth;ChangeSession
1198;28;6;2;3;1;2;4;2;2;1;2;4;-0.221532764;1.618010151;-0.298167688;-0.049923;-0.12087513;0.679361319;2.18379782;0.403672693;0.649374594;0.682555763;0;1;1;1;0.8;0.666666667;0;42;0;0
1199;28;6;2;3;1;2;4;2;2;1;2;4;-0.221532764;1.618010151;-0.298167688;-0.049923;-0.12087513;0.679361319;2.18379782;0.403672693;0.649374594;0.682555763;0;1;1;1;0.8;0.666666667;0;42;0;0
1200;28;6;2;3;1;2;4;2;2;1;2;4;-0.221532764;1.618010151;-0.298167688;-0.049923;-0.12087513;0.679361319;2.18379782;0.403672693;0.649374594;0.682555763;0;1;1;1;0.8;0.666666667;0;42;0;0
1201;28;6;1;2;1;1;1;1;2;1;1;1;-1.485714296;1.618010151;-0.298167688;-1.591662719;-1.631814252;-0.354449384;2.18379782;0.403672693;-0.55956747;-0.676515446;3;0.7;0.625;0.979957887;0.5;0.333333333;0;42;0;0
1202;28;6;2;3;1;2;4;1;2;1;1;1;-0.221532764;1.618010151;-0.298167688;-0.049923;-0.12087513;-0.354449384;2.18379782;0.403672693;-0.55956747;-0.676515446;3;0.7;0.625;0.962140471;0.5;0.333333333;0;42;0;0
1203;28;6;2;4;1;2;4;1;2;1;1;1;-0.221532764;2.922857047;-0.298167688;-0.049923;-0.12087513;-0.354449384;2.18379782;0.403672693;-0.55956747;-0.676515446;7;0.3;0.416666667;0.989949494;0.5;0.333333333;0;42;0;0
1204;28;6;2;3;2;1;2;1;3;1;1;1;-0.221532764;2.922857047;1.789006128;-1.591662719;-1.128167878;-0.354449384;3.59747705;0.403672693;-0.55956747;-0.676515446;5;0.5;0.545454545;0.935970975;0.6;0.333333333;0;42;0;0
1205;28;6;2;3;2;1;2;2;3;2;1;2;-0.221532764;2.922857047;1.789006128;-1.591662719;-1.128167878;0.679361319;3.59747705;2.140788792;-0.55956747;-0.22349171;0;1;1;0.973728991;0.8;0.333333333;0;42;0;0
1206;28;6;3;4;2;2;5;2;3;2;1;2;1.042648769;2.922857047;1.789006128;-0.049923;0.382771244;0.679361319;3.59747705;2.140788792;-0.55956747;-0.22349171;3;0.7;0.727272727;0.980196059;0.8;0.333333333;0;42;0;0
1207;28;6;3;4;2;2;5;3;3;2;2;5;1.042648769;2.922857047;1.789006128;-0.049923;0.382771244;1.713172021;3.59747705;2.140788792;0.649374594;1.135579499;0;1;1;0.982466611;1;0.666666667;0;42;0;0
1208;28;6;2;4;1;2;4;2;3;1;2;4;-0.221532764;2.922857047;-0.298167688;-0.049923;-0.12087513;0.679361319;3.59747705;0.403672693;0.649374594;0.682555763;2;0.8;0.818181818;0.974834873;0.9;0.666666667;0;42;0;0
1209;28;6;2;4;1;2;4;1;3;0;2;3;-0.221532764;2.922857047;-0.298167688;-0.049923;-0.12087513;-0.354449384;3.59747705;-1.333443405;0.649374594;0.229532026;4;0.6;0.636363636;0.980017746;0.7;0.666666667;0;42;0;0
1210;28;6;1;1;1;1;1;0;0;0;0;0;-1.485714296;0.313163255;-0.298167688;-1.591662719;-1.631814252;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;13;0;0;0.663488803;0;0;1;43;1;0
1211;28;6;1;2;1;1;1;1;1;1;1;1;-1.485714296;1.618010151;-0.298167688;-1.591662719;-1.631814252;-0.354449384;0.77011859;0.403672693;-0.55956747;-0.676515446;1;0.9;0.8;0.753778361;0.4;0.333333333;0;43;0;0
1212;28;6;1;2;1;1;1;0;2;0;1;0;-1.485714296;1.618010151;-0.298167688;-1.591662719;-1.631814252;-1.388260086;2.18379782;-1.333443405;-0.55956747;-1.129539183;4;0.6;0.428571429;0.87038828;0.3;0.333333333;0;43;0;0
1213;28;6;3;4;1;3;7;1;2;1;1;1;1.042648769;1.618010151;-0.298167688;1.491816718;1.390063992;-0.354449384;2.18379782;0.403672693;-0.55956747;-0.676515446;6;0.4;0.454545455;0.890870806;0.5;0.333333333;0;43;0;0
1214;28;6;3;4;1;3;7;3;2;1;3;7;1.042648769;1.618010151;-0.298167688;1.491816718;1.390063992;1.713172021;2.18379782;0.403672693;1.858316658;2.041626972;0;1;1;0.922138892;1;1;0;43;0;0
1215;28;6;2;1;1;2;4;0;0;0;1;0;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-1.388260086;-0.64356064;-1.333443405;-0.55956747;-1.129539183;15;0;0.0625;0.72074997;0.1;0.333333333;1;44;1;0
1216;28;6;2;2;1;2;4;2;0;1;2;4;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;1;0.9;0.857142857;0.817302998;0.6;0.666666667;0;44;0;0
1217;28;6;2;2;1;2;4;2;0;1;2;4;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;2;0.8;0.75;1;0.6;0.666666667;0;44;0;0
1218;28;6;2;1;1;2;4;2;0;1;2;4;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;1;0.9;0.857142857;0.979130049;0.6;0.666666667;0;44;0;0
1219;28;6;2;1;1;2;4;2;0;1;2;4;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;0;1;1;1;0.6;0.666666667;0;44;0;0
1220;28;6;2;1;1;2;4;2;0;1;2;4;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;0;1;1;1;0.6;0.666666667;0;44;0;0
1221;28;6;2;1;1;2;4;1;0;1;1;1;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;6;0.4;0.333333333;0.930260509;0.3;0.333333333;0;44;0;0
1222;28;6;2;1;1;2;4;2;0;1;2;4;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;0;1;1;0.930260509;0.6;0.666666667;0;44;0;0
1223;28;6;2;1;1;2;4;2;0;1;2;4;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;0;1;1;1;0.6;0.666666667;0;44;0;0
1224;28;6;2;2;1;2;4;0;1;0;1;0;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;-1.388260086;0.77011859;-1.333443405;-0.55956747;-1.129539183;9;0.1;0.181818182;0.808290377;0.2;0.333333333;0;44;1;0
1225;28;6;2;2;1;2;4;1;1;0;2;3;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;-0.354449384;0.77011859;-1.333443405;0.649374594;0.229532026;4;0.6;0.555555556;0.9358192;0.5;0.666666667;0;44;0;0
1226;28;6;2;2;1;2;4;2;1;1;2;4;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;0.679361319;0.77011859;0.403672693;0.649374594;0.682555763;0;1;1;0.961678312;0.7;0.666666667;0;44;0;0
1227;28;6;2;2;1;2;4;2;1;1;2;4;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;0.679361319;0.77011859;0.403672693;0.649374594;0.682555763;0;1;1;1;0.7;0.666666667;0;44;0;0
1228;28;6;1;0;1;1;1;0;0;0;0;0;-1.485714296;-0.991683641;-0.298167688;-1.591662719;-1.631814252;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;10;0;0;0.566138517;0;0;1;45;1;0
1229;28;6;1;0;1;1;1;0;0;0;1;0;-1.485714296;-0.991683641;-0.298167688;-1.591662719;-1.631814252;-1.388260086;-0.64356064;-1.333443405;-0.55956747;-1.129539183;4;0.6;0.2;0.866025404;0.1;0.333333333;0;45;0;0
1230;28;6;3;1;2;2;5;1;0;1;1;1;1.042648769;-0.991683641;1.789006128;-0.049923;0.382771244;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;5;0.5;0.375;0.872871561;0.3;0.333333333;0;45;0;0
1231;28;6;2;1;1;2;4;1;0;0;2;3;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-0.354449384;-0.64356064;-1.333443405;0.649374594;0.229532026;6;0.4;0.4;0.872871561;0.4;0.666666667;0;45;0;0
1232;28;6;2;1;1;2;4;2;0;1;2;4;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;0;1;1;0.95032889;0.6;0.666666667;0;45;0;0
1233;28;6;2;1;1;2;4;0;0;0;1;0;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-1.388260086;-0.64356064;-1.333443405;-0.55956747;-1.129539183;10;0;0.090909091;0.809039835;0.1;0.333333333;0;45;0;0
1234;28;6;2;1;1;2;4;1;0;1;1;1;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;6;0.4;0.333333333;0.919866211;0.3;0.333333333;0;45;0;0
1235;28;6;3;1;2;2;5;2;0;1;2;4;1.042648769;-0.991683641;1.789006128;-0.049923;0.382771244;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;2;0.8;0.75;0.943456353;0.6;0.666666667;0;45;0;0
1236;28;6;2;1;1;2;4;1;0;1;1;1;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;8;0.2;0.272727273;0.943456353;0.3;0.333333333;0;45;0;0
1237;28;6;2;1;1;2;4;2;0;1;2;4;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;0;1;1;0.930260509;0.6;0.666666667;0;45;0;0
1238;28;6;2;1;1;2;4;1;0;1;1;1;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;6;0.4;0.333333333;0.930260509;0.3;0.333333333;0;45;0;0
1239;28;6;2;1;1;2;4;0;0;0;1;0;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-1.388260086;-0.64356064;-1.333443405;-0.55956747;-1.129539183;10;0;0.090909091;0.919866211;0.1;0.333333333;0;45;0;0
1240;28;6;3;1;2;2;5;1;0;1;1;1;1.042648769;-0.991683641;1.789006128;-0.049923;0.382771244;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;8;0.2;0.272727273;0.921132373;0.3;0.333333333;0;45;0;0
1241;28;6;1;0;1;1;1;0;0;0;0;0;-1.485714296;-0.991683641;-0.298167688;-1.591662719;-1.631814252;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;11;0;0;0.881917104;0;0;1;46;1;0
1242;28;6;1;0;1;1;1;1;0;1;1;1;-1.485714296;-0.991683641;-0.298167688;-1.591662719;-1.631814252;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;0;1;1;0.707106781;0.3;0.333333333;0;46;0;0
1243;28;6;1;1;1;1;1;1;0;1;1;1;-1.485714296;0.313163255;-0.298167688;-1.591662719;-1.631814252;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;1;0.9;0.75;0.9258201;0.3;0.333333333;0;46;0;0
1244;28;6;2;2;1;2;4;1;1;1;1;1;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;-0.354449384;0.77011859;0.403672693;-0.55956747;-0.676515446;3;0.7;0.571428571;0.916698497;0.4;0.333333333;0;46;0;0
1245;28;6;1;1;1;1;1;1;0;1;1;1;-1.485714296;0.313163255;-0.298167688;-1.591662719;-1.631814252;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;5;0.5;0.375;0.916698497;0.3;0.333333333;0;46;0;0
1246;28;6;1;1;1;1;1;1;1;1;1;1;-1.485714296;0.313163255;-0.298167688;-1.591662719;-1.631814252;-0.354449384;0.77011859;0.403672693;-0.55956747;-0.676515446;0;1;1;0.935414347;0.4;0.333333333;0;46;0;0
1247;28;6;2;2;1;2;4;1;1;1;1;1;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;-0.354449384;0.77011859;0.403672693;-0.55956747;-0.676515446;3;0.7;0.571428571;0.943242218;0.4;0.333333333;0;46;0;0
1248;28;6;2;1;1;2;4;0;0;0;1;0;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-1.388260086;-0.64356064;-1.333443405;-0.55956747;-1.129539183;11;0;0.083333333;0.877526909;0.1;0.333333333;1;47;1;0
1249;28;6;2;1;1;2;4;1;0;1;1;1;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;6;0.4;0.333333333;0.919866211;0.3;0.333333333;0;47;0;0
1250;28;6;2;1;1;2;4;0;0;0;0;0;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;12;0;0;0.877058019;0;0;1;48;1;0
1251;28;6;1;1;1;1;1;1;0;1;1;1;-1.485714296;0.313163255;-0.298167688;-1.591662719;-1.631814252;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;4;0.6;0.428571429;0.717137166;0.3;0.333333333;0;48;0;0
1252;28;6;1;1;1;1;1;1;1;1;1;1;-1.485714296;0.313163255;-0.298167688;-1.591662719;-1.631814252;-0.354449384;0.77011859;0.403672693;-0.55956747;-0.676515446;0;1;1;0.935414347;0.4;0.333333333;0;48;0;0
1253;28;6;1;1;1;1;1;1;1;1;1;1;-1.485714296;0.313163255;-0.298167688;-1.591662719;-1.631814252;-0.354449384;0.77011859;0.403672693;-0.55956747;-0.676515446;0;1;1;1;0.4;0.333333333;0;48;0;0
1254;28;6;2;1;2;1;2;1;1;1;1;1;-0.221532764;0.313163255;1.789006128;-1.591662719;-1.128167878;-0.354449384;0.77011859;0.403672693;-0.55956747;-0.676515446;2;0.8;0.666666667;0.944911183;0.4;0.333333333;0;48;0;0
1255;28;6;3;1;3;1;3;2;1;2;1;2;1.042648769;0.313163255;3.876179943;-1.591662719;-0.624521504;0.679361319;0.77011859;2.140788792;-0.55956747;-0.22349171;2;0.8;0.75;0.975900073;0.6;0.333333333;0;48;0;0
1256;28;6;4;2;3;2;6;3;1;3;1;3;2.306830301;0.313163255;3.876179943;-0.049923;0.886417618;1.713172021;0.77011859;3.877904891;-0.55956747;0.229532026;3;0.7;0.727272727;0.978061232;0.8;0.333333333;0;48;0;0
1257;28;6;3;2;2;2;5;3;1;2;2;5;1.042648769;0.313163255;1.789006128;-0.049923;0.382771244;1.713172021;0.77011859;2.140788792;0.649374594;1.135579499;2;0.8;0.818181818;0.953783783;0.9;0.666666667;0;48;0;0
1258;29;6;2;2;1;2;4;0;0;0;0;0;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;7;0.3;0;0;0;0;1;49;1;1
1259;29;6;2;1;1;2;4;2;0;1;2;4;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;1;0.9;0.857142857;0.68219104;0.6;1;0;49;0;0
1260;30;7;3;2;1;3;7;0;0;0;0;0;1.042648769;-0.991683641;-0.298167688;1.491816718;1.390063992;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;9;0.1;0;0;0;0;1;50;0;1
1261;30;7;2;1;1;2;4;1;0;1;1;1;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;9;0.1;0.25;0.867472398;0.3;0.333333333;0;50;0;0
1262;30;7;2;1;1;2;4;1;0;1;1;1;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;6;0.4;0.333333333;1;0.3;0.333333333;0;50;0;0
1263;30;7;2;1;1;2;4;1;0;1;1;1;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;6;0.4;0.333333333;1;0.3;0.333333333;0;50;0;0
1264;30;7;3;2;1;3;7;2;0;1;2;4;1.042648769;-0.991683641;-0.298167688;1.491816718;1.390063992;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;3;0.7;0.666666667;0.965609099;0.6;0.666666667;0;50;0;0
1265;30;7;3;2;1;3;7;2;0;0;3;6;1.042648769;-0.991683641;-0.298167688;1.491816718;1.390063992;0.679361319;-0.64356064;-1.333443405;1.858316658;1.588603236;4;0.6;0.636363636;0.963343294;0.7;1;0;50;0;0
1266;30;7;3;3;1;3;7;3;0;1;3;7;1.042648769;0.313163255;-0.298167688;1.491816718;1.390063992;1.713172021;-0.64356064;0.403672693;1.858316658;2.041626972;1;0.9;0.9;0.974176374;0.9;1;0;50;0;0
1267;30;7;3;3;1;3;7;2;1;0;3;6;1.042648769;0.313163255;-0.298167688;1.491816718;1.390063992;0.679361319;0.77011859;-1.333443405;1.858316658;1.588603236;4;0.6;0.666666667;0.970344592;0.8;1;0;50;0;0
1268;30;7;3;3;1;3;7;3;1;1;3;7;1.042648769;0.313163255;-0.298167688;1.491816718;1.390063992;1.713172021;0.77011859;0.403672693;1.858316658;2.041626972;0;1;1;0.98270763;1;1;0;50;0;0
1269;31;8;3;3;1;3;7;0;0;0;0;0;1.042648769;0.313163255;-0.298167688;1.491816718;1.390063992;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;10;0;0;0;0;0;1;51;0;1
1270;31;8;4;4;1;4;10;3;1;1;3;7;2.306830301;0.313163255;-0.298167688;3.033556437;2.901003114;1.713172021;0.77011859;0.403672693;1.858316658;2.041626972;3;0.7;0.769230769;0.796851411;1;0.75;0;51;0;0
1271;31;8;4;4;1;4;10;4;1;1;4;10;2.306830301;0.313163255;-0.298167688;3.033556437;2.901003114;2.746982724;0.77011859;0.403672693;3.067258722;3.400698181;0;1;1;0.99001107;1;1;0;51;0;0
1272;31;8;4;4;1;4;10;3;1;0;4;9;2.306830301;0.313163255;-0.298167688;3.033556437;2.901003114;1.713172021;0.77011859;-1.333443405;3.067258722;2.947674445;4;0.6;0.733333333;0.990258676;1;1;0;51;0;0
1273;32;9;3;3;1;3;7;0;0;0;0;0;1.042648769;0.313163255;-0.298167688;1.491816718;1.390063992;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;10;0;0;0;0;0;1;52;0;1
1274;33;10;2;1;1;2;4;0;0;0;0;0;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;6;0.4;0;0;0;0;1;53;0;1
1275;33;10;2;1;1;2;4;1;0;0;2;3;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-0.354449384;-0.64356064;-1.333443405;0.649374594;0.229532026;4;0.6;0.5;0.790569415;0.4;0.666666667;0;53;0;0
1276;33;10;2;2;1;2;4;2;0;1;2;4;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;1;0.9;0.857142857;0.938314863;0.6;0.666666667;0;53;0;0
1277;33;10;2;2;1;2;4;1;1;1;1;1;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;-0.354449384;0.77011859;0.403672693;-0.55956747;-0.676515446;6;0.4;0.4;0.960871301;0.4;0.333333333;0;53;0;0
1278;33;10;2;2;1;2;4;2;1;1;2;4;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;0.679361319;0.77011859;0.403672693;0.649374594;0.682555763;0;1;1;0.951302988;0.7;0.666666667;0;53;0;0
1279;33;10;2;1;1;2;4;2;0;1;2;4;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;1;0.9;0.857142857;0.964763821;0.6;0.666666667;0;53;1;0
1280;33;10;4;2;2;3;8;2;0;1;2;4;2.306830301;-0.991683641;1.789006128;1.491816718;1.893710366;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;5;0.5;0.545454545;0.954792075;0.6;0.666666667;0;53;0;0
1281;33;10;3;2;1;3;7;3;0;1;3;7;1.042648769;-0.991683641;-0.298167688;1.491816718;1.390063992;1.713172021;-0.64356064;0.403672693;1.858316658;2.041626972;2;0.8;0.818181818;0.944356876;0.9;1;0;53;0;0
1282;33;10;3;3;1;3;7;1;0;0;2;3;1.042648769;0.313163255;-0.298167688;1.491816718;1.390063992;-0.354449384;-0.64356064;-1.333443405;0.649374594;0.229532026;11;0;0.266666667;0.910299127;0.4;0.666666667;0;53;1;0
1283;33;10;4;3;2;3;8;2;1;0;3;6;2.306830301;0.313163255;1.789006128;1.491816718;1.893710366;0.679361319;0.77011859;-1.333443405;1.858316658;1.588603236;6;0.4;0.571428571;0.952036002;0.8;1;0;53;0;0
1284;33;10;4;3;2;3;8;3;1;1;3;7;2.306830301;0.313163255;1.789006128;1.491816718;1.893710366;1.713172021;0.77011859;0.403672693;1.858316658;2.041626972;4;0.6;0.714285714;0.985244676;1;1;0;53;0;0
1285;33;10;4;3;2;3;8;4;1;2;3;8;2.306830301;0.313163255;1.789006128;1.491816718;1.893710366;2.746982724;0.77011859;2.140788792;1.858316658;2.494650708;0;1;1;0.988369366;1;1;0;53;0;0
1286;33;10;4;3;2;3;8;4;1;2;3;8;2.306830301;0.313163255;1.789006128;1.491816718;1.893710366;2.746982724;0.77011859;2.140788792;1.858316658;2.494650708;0;1;1;1;1;1;0;53;0;0
1287;33;10;1;0;1;1;1;0;0;0;0;0;-1.485714296;-0.991683641;-0.298167688;-1.591662719;-1.631814252;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;15;0;0;0.596039561;0;0;1;54;1;0
1288;33;10;2;1;1;2;4;1;0;1;1;1;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;3;0.7;0.5;0.800640769;0.3;0.333333333;0;54;0;0
1289;33;10;2;2;1;2;4;2;0;1;2;4;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;1;0.9;0.857142857;0.925303891;0.6;0.666666667;0;54;0;0
1290;33;10;2;2;1;2;4;1;1;1;1;1;-0.221532764;0.313163255;-0.298167688;-0.049923;-0.12087513;-0.354449384;0.77011859;0.403672693;-0.55956747;-0.676515446;6;0.4;0.4;0.960871301;0.4;0.333333333;0;54;0;0
1291;33;10;2;3;1;2;4;2;1;1;2;4;-0.221532764;1.618010151;-0.298167688;-0.049923;-0.12087513;0.679361319;0.77011859;0.403672693;0.649374594;0.682555763;1;0.9;0.875;0.958335052;0.7;0.666666667;0;54;0;0
1292;33;10;3;2;2;2;5;0;0;0;1;0;1.042648769;0.313163255;1.789006128;-0.049923;0.382771244;-1.388260086;-0.64356064;-1.333443405;-0.55956747;-1.129539183;15;0;0.0625;0.765839581;0.1;0.333333333;1;55;1;0
1293;33;10;3;2;2;2;5;3;1;2;2;5;1.042648769;0.313163255;1.789006128;-0.049923;0.382771244;1.713172021;0.77011859;2.140788792;0.649374594;1.135579499;0;1;1;0.756644449;0.9;0.666666667;0;55;0;0
1294;33;10;3;1;2;2;5;3;0;2;2;5;1.042648769;-0.991683641;1.789006128;-0.049923;0.382771244;1.713172021;-0.64356064;2.140788792;0.649374594;1.135579499;1;0.9;0.888888889;0.97725455;0.8;0.666666667;0;55;0;0
1295;33;10;3;2;1;3;7;1;0;0;2;3;1.042648769;-0.991683641;-0.298167688;1.491816718;1.390063992;-0.354449384;-0.64356064;-1.333443405;0.649374594;0.229532026;9;0.1;0.307692308;0.835629022;0.4;0.666666667;0;55;0;0
1296;33;10;3;3;1;3;7;3;0;1;3;7;1.042648769;0.313163255;-0.298167688;1.491816718;1.390063992;1.713172021;-0.64356064;0.403672693;1.858316658;2.041626972;1;0.9;0.9;0.936091741;0.9;1;0;55;0;0
1297;33;10;3;0;3;1;3;0;0;0;0;0;1.042648769;-0.991683641;3.876179943;-1.591662719;-0.624521504;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;17;0;0;0.481869425;0;0;1;56;1;0
1298;33;10;4;1;3;2;6;3;0;3;1;3;2.306830301;-0.991683641;3.876179943;-0.049923;0.886417618;1.713172021;-0.64356064;3.877904891;-0.55956747;0.229532026;3;0.7;0.7;0.753794554;0.7;0.333333333;0;56;0;0
1299;33;10;4;1;3;2;6;4;0;3;2;6;2.306830301;-0.991683641;3.876179943;-0.049923;0.886417618;2.746982724;-0.64356064;3.877904891;0.649374594;1.588603236;0;1;1;0.977467225;1;0.666666667;0;56;0;0
1300;33;10;2;1;1;2;4;2;0;1;2;4;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;4;0.6;0.6;0.923760431;0.6;0.666666667;0;56;0;0
1301;33;10;3;1;2;2;5;2;0;1;2;4;1.042648769;-0.991683641;1.789006128;-0.049923;0.382771244;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;2;0.8;0.75;0.971927393;0.6;0.666666667;0;56;0;0
1302;33;10;1;0;1;1;1;0;0;0;1;0;-1.485714296;-0.991683641;-0.298167688;-1.591662719;-1.631814252;-1.388260086;-0.64356064;-1.333443405;-0.55956747;-1.129539183;9;0.1;0.1;0.850420064;0.1;0.333333333;0;56;0;0
1303;33;10;1;0;1;1;1;0;0;0;0;0;-1.485714296;-0.991683641;-0.298167688;-1.591662719;-1.631814252;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;6;0.4;0;0.866025404;0;0;1;57;1;0
1304;33;10;1;0;1;1;1;1;0;1;1;1;-1.485714296;-0.991683641;-0.298167688;-1.591662719;-1.631814252;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;0;1;1;0.707106781;0.3;0.333333333;0;57;0;0
1305;33;10;1;0;1;1;1;1;0;1;1;1;-1.485714296;-0.991683641;-0.298167688;-1.591662719;-1.631814252;-0.354449384;-0.64356064;0.403672693;-0.55956747;-0.676515446;0;1;1;1;0.3;0.333333333;0;57;0;0
1306;33;10;2;1;1;2;4;0;0;0;1;0;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;-1.388260086;-0.64356064;-1.333443405;-0.55956747;-1.129539183;7;0.3;0.125;0.738548946;0.1;0.333333333;0;57;1;0
1307;33;10;2;1;1;2;4;2;0;1;2;4;-0.221532764;-0.991683641;-0.298167688;-0.049923;-0.12087513;0.679361319;-0.64356064;0.403672693;0.649374594;0.682555763;0;1;1;0.809039835;0.6;0.666666667;0;57;0;0
1308;34;11;3;3;1;3;7;0;0;0;0;0;1.042648769;0.313163255;-0.298167688;1.491816718;1.390063992;-1.388260086;-0.64356064;-1.333443405;-1.768509533;-1.129539183;10;0;0;0;0;0;1;58;1;1
1309;34;11;3;3;1;3;7;3;1;1;3;7;1.042648769;0.313163255;-0.298167688;1.491816718;1.390063992;1.713172021;0.77011859;0.403672693;1.858316658;2.041626972;0;1;1;0.707106781;1;1;0;58;0;0
