exploration79	0,79|1801,79|1802,79|1803,79|1804,79|1805,79|1806,79|1807,79|1808,79|1809,79|1810,79|1811,79|1812,79|1813,79|1814,79|1815,79|1816,79|1817,79|1818,79|1819,79|1820,79|1821,79|1822,79|1823,79|1824,79|1825,79|1826,79|1827,79|1828,79|1829,79|1830,79|1831,79|1832,79|1833,79|1834,79|1835,79|1836,79|1837,79|1838,79|1839,79|1840,79|1841,79|1842,79|1843,79|1844,79|1845,79|1846,79|1847,79|1848,79|1849,79|1850,79|1851,79|1852,79|1853,79|1854,79|1855,79|1856,79|1857,79|1858,79|1859,79|1860,79|1861,79|1862,79|1863,79|1864,79|1865,79|1866,79|1867,79|1868,79|1869,79|1870,79|1871,79|1872,79|1873,79|1874,79|1875,79|1876,79|1877,79|1878,79|1879,79|1880,79|1881,79|1882,79|1883,79|1884,79|1885,79|1886,79|1887,79|1888,79|1889,79|1890,79|1891,79|1892,79|1893,79|1894,79|1895,79|1896,79|1897,79|1898,79|1899,79|1900,79|1901,79|1902,79|1903,79|1904,79|1905,79|1906,79|1907,79|1908,79|1909,79|1910,79|
exploration80	0,80|1911,80|1912,80|1914,80|1918,80|1919,80|1920,80|1921,80|1922,80|1923,80|1924,80|1925,80|1926,80|1927,80|1928,80|
exploration81	0,81|1930,81|1931,81|1932,81|1933,81|1934,81|1935,81|1936,81|1937,81|1938,81|1941,81|1944,81|1945,81|1946,81|1947,81|1948,81|1949,81|1950,81|1951,81|1952,81|1953,81|1954,81|1955,81|1956,81|1957,81|1958,81|
exploration82	0,82|1959,82|1960,82|1961,82|1962,82|1963,82|1964,82|1965,82|1966,82|1967,82|1968,82|1969,82|1970,82|1971,82|1972,82|1973,82|1974,82|1975,82|1976,82|1977,82|1978,82|1979,82|1980,82|1981,82|1982,82|1983,82|1984,82|1985,82|1986,82|1987,82|1988,82|1989,82|1990,82|1991,82|
exploration83	0,83|1992,83|1993,83|1994,83|1995,83|1996,83|1997,83|1998,83|1999,83|2000,83|2001,83|2002,83|2003,83|2004,83|2005,83|2006,83|2007,83|2008,83|2009,83|2010,83|2011,83|2012,83|2013,83|2014,83|2015,83|2016,83|2017,83|2018,83|2019,83|
exploration84	0,84|2020,84|2021,84|2022,84|2023,84|2024,84|2025,84|2026,84|2027,84|2028,84|2029,84|2030,84|2031,84|2032,84|2033,84|2034,84|2035,84|2036,84|2037,84|2038,84|2039,84|2040,84|2041,84|2042,84|2043,84|2044,84|2045,84|2046,84|2047,84|2048,84|2049,84|2050,84|2051,84|2052,84|2053,84|2054,84|2055,84|2056,84|2057,84|2058,84|2059,84|2060,84|2061,84|2062,84|2063,84|2064,84|2065,84|2066,84|2067,84|2068,84|2069,84|2070,84|2071,84|2072,84|2073,84|2074,84|2075,84|2076,84|2077,84|2078,84|2079,84|2080,84|2081,84|2082,84|2083,84|2084,84|2085,84|2086,84|2087,84|2088,84|2089,84|2090,84|2091,84|2092,84|2093,84|2094,84|2095,84|2096,84|2097,84|2098,84|2099,84|2100,84|2101,84|2102,84|2103,84|
exploration85	0,85|2104,85|2105,85|2106,85|2107,85|2108,85|2109,85|2110,85|2111,85|2112,85|2113,85|2114,85|
exploration86	0,86|2115,86|2116,86|2117,86|2118,86|2119,86|2120,86|2121,86|2122,86|2123,86|2124,86|2125,86|2126,86|2127,86|2128,86|2129,86|2130,86|2131,86|2132,86|2133,86|2134,86|2135,86|2136,86|2137,86|2138,86|2139,86|2140,86|2141,86|2142,86|2143,86|2144,86|2145,86|2146,86|2147,86|2148,86|2149,86|2150,86|2151,86|2152,86|2153,86|2154,86|2155,86|2156,86|2157,86|2158,86|2159,86|2160,86|2161,86|2162,86|2163,86|2164,86|2165,86|2166,86|2167,86|2168,86|2169,86|2170,86|2171,86|2172,86|2173,86|2174,86|2175,86|2176,86|2177,86|
exploration87	0,87|2178,87|2181,87|2182,87|2184,87|2185,87|2186,87|2187,87|2188,87|2189,87|2190,87|2191,87|2192,87|2193,87|2194,87|2195,87|2196,87|2197,87|2198,87|2199,87|2200,87|2201,87|2202,87|2203,87|2204,87|2205,87|2206,87|2207,87|2208,87|2209,87|2210,87|2211,87|
exploration88	0,88|2212,88|2213,88|2214,88|2215,88|
exploration89	0,89|2216,89|
exploration90	0,90|2217,90|2218,90|2219,90|2220,90|2221,90|2222,90|2223,90|2224,90|2225,90|2226,90|2227,90|2228,90|2229,90|2230,90|2231,90|2232,90|
exploration91	0,91|2233,91|2234,91|2235,91|2236,91|2237,91|2238,91|2239,91|2240,91|2241,91|2242,91|2243,91|2244,91|2245,91|2246,91|2247,91|2248,91|2249,91|2250,91|2251,91|2252,91|2253,91|2254,91|2255,91|2256,91|
exploration92	0,92|2257,92|2258,92|2259,92|2260,92|2261,92|2262,92|2263,92|2264,92|2265,92|2266,92|2267,92|2268,92|2269,92|2270,92|2271,92|2272,92|2273,92|2274,92|2275,92|2276,92|2277,92|2278,92|2279,92|2280,92|2281,92|2282,92|2283,92|2284,92|2285,92|2286,92|2287,92|
exploration93	0,93|2288,93|
exploration94	0,94|2289,94|2290,94|2291,94|2292,94|2293,94|2294,94|2295,94|2296,94|2297,94|2298,94|2299,94|2300,94|2301,94|2302,94|2303,94|2304,94|2305,94|2306,94|2307,94|2308,94|2309,94|2310,94|2311,94|2312,94|2313,94|2314,94|2315,94|2316,94|2317,94|2318,94|2319,94|2320,94|2321,94|2322,94|2323,94|2324,94|2325,94|2326,94|2327,94|2328,94|2329,94|2330,94|2331,94|2332,94|2333,94|2334,94|2335,94|2336,94|2337,94|2338,94|
exploration95	0,95|2339,95|2340,95|2341,95|
exploration96	0,96|2342,96|2343,96|2344,96|2345,96|2346,96|2347,96|2348,96|2349,96|2350,96|2351,96|2352,96|2353,96|2354,96|
exploration97	0,97|2355,97|2356,97|
exploration98	0,98|2357,98|2358,98|2359,98|2360,98|2361,98|2362,98|2363,98|2364,98|2365,98|2366,98|2367,98|2368,98|2369,98|2370,98|2371,98|2372,98|2373,98|2374,98|2375,98|2376,98|2377,98|2378,98|2379,98|2380,98|2381,98|2382,98|2383,98|2384,98|2385,98|2386,98|2387,98|2388,98|2389,98|2390,98|2391,98|2392,98|
exploration99	0,99|2393,99|2394,99|
exploration100	0,100|2395,100|2396,100|2397,100|2398,100|2399,100|2400,100|2401,100|2402,100|2403,100|2404,100|2405,100|
exploration101	0,101|2406,101|2407,101|2408,101|
exploration102	0,102|2409,102|2410,102|2411,102|2412,102|2413,102|2414,102|2415,102|2416,102|
exploration103	0,103|2417,103|
exploration104	0,104|2418,104|2419,104|
exploration105	0,105|2420,105|
exploration106	0,106|2421,106|2422,106|
exploration107	0,107|2423,107|
exploration108	0,108|2424,108|2425,108|2426,108|2427,108|2428,108|2429,108|2430,108|2431,108|
exploration109	0,109|2432,109|2433,109|
exploration110	0,110|2434,110|2435,110|2436,110|2437,110|2438,110|2439,110|2440,110|2441,110|2442,110|2443,110|2444,110|2445,110|2446,110|2447,110|2448,110|2449,110|2450,110|2451,110|2452,110|2453,110|2454,110|2455,110|2456,110|2457,110|2458,110|2459,110|2460,110|2461,110|2462,110|2463,110|2464,110|2465,110|2466,110|2467,110|2468,110|2469,110|2470,110|2471,110|2472,110|2473,110|2474,110|2475,110|2476,110|2477,110|2478,110|2479,110|2480,110|2481,110|2482,110|2483,110|2484,110|2485,110|2486,110|2488,110|2489,110|
exploration111	0,111|2491,111|2492,111|2493,111|2494,111|2495,111|2496,111|2497,111|2498,111|2499,111|2500,111|2501,111|2502,111|2503,111|2504,111|2505,111|2506,111|2507,111|2508,111|2509,111|2510,111|2511,111|2512,111|2513,111|2514,111|2515,111|2516,111|2517,111|2518,111|2519,111|2520,111|2521,111|2522,111|2523,111|2524,111|2525,111|2526,111|2527,111|2528,111|2529,111|2530,111|2531,111|2532,111|2533,111|2534,111|2535,111|2536,111|2537,111|2538,111|2539,111|2540,111|2541,111|2542,111|2543,111|2544,111|2545,111|2546,111|2547,111|2548,111|2549,111|2550,111|2551,111|2552,111|2553,111|2554,111|2555,111|2556,111|2557,111|2558,111|2559,111|2560,111|2561,111|2562,111|2563,111|2564,111|2565,111|2566,111|2567,111|2568,111|2569,111|2570,111|2571,111|2572,111|2573,111|2574,111|2575,111|2576,111|
exploration112	0,112|2577,112|2578,112|2579,112|2580,112|2581,112|2582,112|2583,112|2584,112|2585,112|2586,112|2587,112|2588,112|2589,112|2590,112|2591,112|2592,112|2593,112|2594,112|2595,112|2596,112|2597,112|2598,112|2599,112|
exploration113	0,113|2600,113|2601,113|2602,113|2603,113|2604,113|2605,113|2606,113|2607,113|2608,113|2609,113|2610,113|2611,113|2612,113|2613,113|2614,113|2615,113|2616,113|2617,113|2618,113|2619,113|2620,113|2621,113|2622,113|2623,113|2624,113|2625,113|2626,113|2627,113|2628,113|2629,113|2630,113|2631,113|2632,113|2633,113|2634,113|2635,113|2636,113|2637,113|2638,113|2639,113|2640,113|2641,113|2642,113|2643,113|
exploration114	0,114|2644,114|2645,114|2646,114|2647,114|2648,114|
exploration115	0,115|2649,115|2650,115|
exploration116	0,116|2651,116|2652,116|2653,116|2654,116|2655,116|2656,116|2657,116|2658,116|2659,116|2660,116|2661,116|2662,116|2663,116|2664,116|2665,116|2666,116|2667,116|2668,116|2669,116|2670,116|2671,116|2672,116|2673,116|2674,116|2675,116|2676,116|2677,116|2678,116|2679,116|2680,116|2681,116|2682,116|2683,116|2684,116|2685,116|2686,116|2687,116|2688,116|2689,116|2690,116|2691,116|2692,116|2693,116|2694,116|2695,116|2696,116|2697,116|2698,116|2699,116|2700,116|2701,116|2702,116|2703,116|2704,116|2705,116|2706,116|2707,116|2708,116|2709,116|2710,116|2711,116|2712,116|2713,116|2714,116|2715,116|2716,116|2717,116|2718,116|2719,116|2720,116|2721,116|2722,116|2723,116|2724,116|2725,116|2726,116|2727,116|2728,116|2729,116|2730,116|2731,116|2732,116|2733,116|2734,116|2735,116|2736,116|2737,116|2738,116|2739,116|2740,116|2741,116|
